,Image,Detections,Confidence %,TP,FP,Acc TP,Acc FP,Precision,Recall
2130,Image 449,simha sattal,99.99465942382812,1,0,2001,13,0.993545183714002,0.5396440129449838
2131,Image 1221,gopinath krishna temple,99.99463558197021,1,0,2002,13,0.9935483870967742,0.5399137001078749
2132,Image 1706,kumari ghar,99.99462366104126,1,0,2003,13,0.9935515873015873,0.5401833872707659
2133,Image 1573,bhuvana lakshmeshvara,99.9946117401123,0,0,2003,13,0.9935515873015873,0.5401833872707659
2134,Image 183,mahadev temple,99.9946117401123,1,0,2004,13,0.993554784333168,0.540453074433657
2135,Image 1612,basantapur tower,99.9946117401123,1,0,2005,13,0.9935579781962339,0.540722761596548
2136,Image 1435,taleju temple,99.99452829360962,1,0,2006,13,0.9935611688954928,0.5409924487594391
2137,Image 23,jagannatha temple,99.99452829360962,1,0,2007,13,0.9935643564356436,0.5412621359223301
2138,Image 628,shveta bhairava,99.99452829360962,1,0,2008,13,0.9935675408213755,0.5415318230852212
2139,Image 1364,chayasilin mandap,99.99452829360962,1,0,2009,13,0.993570722057369,0.5418015102481122
2140,Image 416,kasthamandap,99.99451637268066,1,0,2010,13,0.9935739001482946,0.5420711974110033
2141,Image 1476,taleju temple,99.99450445175171,1,0,2011,13,0.9935770750988142,0.5423408845738943
2142,Image 655,trailokya mohan,99.9944806098938,1,0,2012,13,0.9935802469135803,0.5426105717367853
2143,Image 1538,taleju temple,99.99443292617798,1,0,2013,13,0.993583415597236,0.5428802588996764
2144,Image 156,badrinath temple,99.99439716339111,1,0,2014,13,0.9935865811544153,0.5431499460625674
2145,Image 1190,kedamatha tirtha,99.99438524246216,1,0,2015,13,0.9935897435897436,0.5434196332254585
2146,Image 91,taleju temple,99.99438524246216,1,0,2016,13,0.9935929029078364,0.5436893203883495
2147,Image 1594,jagannatha temple,99.9943733215332,1,0,2017,13,0.9935960591133005,0.5439590075512406
2148,Image 2055,gaddi durbar,99.99436140060425,1,0,2018,13,0.9935992122107337,0.5442286947141316
2149,Image 938,lalitpur tower,99.9943494796753,1,0,2019,13,0.9936023622047244,0.5444983818770227
2150,Image 1803,bhairavnath temple,99.99433755874634,1,0,2020,13,0.9936055090998525,0.5447680690399137
2151,Image 1571,taleju temple,99.99431371688843,0,0,2020,13,0.9936055090998525,0.5447680690399137
2152,Image 2028,trailokya mohan,99.99431371688843,1,0,2021,13,0.9936086529006883,0.5450377562028047
2153,Image 246,mahadev temple,99.99430179595947,0,0,2021,13,0.9936086529006883,0.5450377562028047
2154,Image 1151,dattatreya temple,99.99428987503052,1,0,2022,13,0.9936117936117936,0.5453074433656958
2155,Image 1241,palace of the 55 windows,99.99428987503052,1,0,2023,13,0.993614931237721,0.5455771305285868
2156,Image 1446,lalitpur tower,99.99428987503052,1,0,2024,13,0.9936180657830143,0.5458468176914779
2157,Image 1287,bhimsen temple,99.99426603317261,1,0,2025,13,0.9936211972522081,0.5461165048543689
2158,Image 67,narayan temple,99.99426603317261,1,0,2026,13,0.9936243256498284,0.54638619201726
2159,Image 990,simha sattal,99.99425411224365,1,0,2027,13,0.9936274509803922,0.546655879180151
2160,Image 741,chasin dega,99.99425411224365,1,0,2028,13,0.9936305732484076,0.5469255663430421
2161,Image 215,panchamukhi hanuman,99.9942421913147,1,0,2029,13,0.9936336924583742,0.5471952535059331
2162,Image 903,bhimeleshvara,99.99420642852783,1,0,2030,13,0.9936368086147822,0.5474649406688241
2163,Image 1316,chayasilin mandap,99.99420642852783,1,0,2031,13,0.9936399217221135,0.5477346278317152
2164,Image 1231,gopinath krishna temple,99.99417066574097,1,0,2032,13,0.993643031784841,0.5480043149946062
2165,Image 1377,chayasilin mandap,99.99417066574097,1,0,2033,13,0.9936461388074291,0.5482740021574973
2166,Image 1211,badrinath temple,99.99417066574097,1,0,2034,13,0.9936492427943332,0.5485436893203883
2167,Image 599,bhuvana lakshmeshvara,99.99415874481201,1,0,2035,13,0.99365234375,0.5488133764832794
2168,Image 1181,gopinath krishna temple,99.99412298202515,0,0,2035,13,0.99365234375,0.5488133764832794
2169,Image 1876,national gallery,99.99412298202515,1,0,2036,13,0.9936554416788678,0.5490830636461704
2170,Image 1309,national gallery,99.99411106109619,1,0,2037,13,0.9936585365853658,0.5493527508090615
2171,Image 1544,kumari ghar,99.99408721923828,1,0,2038,13,0.9936616284739151,0.5496224379719525
2172,Image 240,kirtipur tower,99.99405145645142,1,0,2039,13,0.9936647173489279,0.5498921251348435
2173,Image 1247,golden gate,99.99403953552246,1,0,2040,13,0.9936678032148076,0.5501618122977346
2174,Image 1428,narayan temple,99.9940276145935,1,0,2041,13,0.9936708860759493,0.5504314994606256
2175,Image 1346,dattatreya temple,99.9940276145935,1,0,2042,13,0.9936739659367396,0.5507011866235167
2176,Image 1539,indrapura,99.9940276145935,1,0,2043,13,0.9936770428015564,0.5509708737864077
2177,Image 835,pratap malla column,99.9940276145935,1,0,2044,13,0.9936801166747691,0.5512405609492989
2178,Image 573,hanuman idol,99.99401569366455,1,0,2045,13,0.9936831875607386,0.5515102481121898
2179,Image 1592,indrapura,99.99401569366455,1,0,2046,13,0.9936862554638174,0.551779935275081
2180,Image 18,narayan temple,99.99399185180664,0,0,2046,13,0.9936862554638174,0.551779935275081
2181,Image 1577,jagannatha temple,99.99396800994873,1,0,2047,13,0.9936893203883496,0.552049622437972
2182,Image 1121,pratap malla column,99.99395608901978,1,0,2048,13,0.9936923823386705,0.552319309600863
2183,Image 1843,fasidega temple,99.99394416809082,1,0,2049,13,0.9936954413191077,0.5525889967637541
2184,Image 1257,vastala temple,99.99392032623291,1,0,2050,13,0.9936984973339796,0.5528586839266451
2185,Image 888,bhuvana lakshmeshvara,99.993896484375,1,0,2051,13,0.9937015503875969,0.5531283710895362
2186,Image 1748,dattatreya temple,99.99388456344604,1,0,2052,13,0.9937046004842615,0.5533980582524272
2187,Image 1428,indrapura,99.99388456344604,1,0,2053,13,0.9937076476282671,0.5536677454153183
2188,Image 1292,bhimsen temple,99.99387264251709,1,0,2054,13,0.9937106918238994,0.5539374325782093
2189,Image 1894,siddhi lakshmi temple,99.99387264251709,1,0,2055,13,0.9937137330754352,0.5542071197411004
2190,Image 492,bhagavati temple,99.99386072158813,1,0,2056,13,0.9937167713871435,0.5544768069039914
2191,Image 1940,fasidega temple,99.99384880065918,1,0,2057,13,0.993719806763285,0.5547464940668824
2192,Image 1187,gopinath krishna temple,99.99383687973022,1,0,2058,13,0.993722839208112,0.5550161812297735
2193,Image 772,shiva temple,99.99381303787231,1,0,2059,13,0.9937258687258688,0.5552858683926645
2194,Image 1062,taleju temple,99.9937653541565,1,0,2060,13,0.9937288953207911,0.5555555555555556
2195,Image 75,bhuvana lakshmeshvara,99.99375343322754,1,0,2061,13,0.993731918997107,0.5558252427184466
2196,Image 956,garud,99.99372959136963,1,0,2062,13,0.9937349397590362,0.5560949298813377
2197,Image 1372,chayasilin mandap,99.99370574951172,1,0,2063,13,0.99373795761079,0.5563646170442287
2198,Image 2031,trailokya mohan,99.99368190765381,1,0,2064,13,0.993740972556572,0.5566343042071198
2199,Image 1859,taleju bell_BDS,99.99368190765381,1,0,2065,13,0.9937439846005774,0.5569039913700108
2200,Image 1490,narayan temple,99.99363422393799,1,0,2066,13,0.9937469937469937,0.5571736785329018
2201,Image 1577,indrapura,99.99363422393799,1,0,2067,13,0.99375,0.5574433656957929
2202,Image 340,palace of the 55 windows,99.99362230300903,0,0,2067,13,0.99375,0.5574433656957929
2203,Image 1718,degu tale temple_KDS,99.99362230300903,1,0,2068,13,0.9937530033637674,0.5577130528586839
2204,Image 1437,kasthamandap,99.99359846115112,1,0,2069,13,0.9937560038424592,0.557982740021575
2205,Image 1404,chasin dega,99.99358654022217,1,0,2070,13,0.9937590014402304,0.558252427184466
2206,Image 1271,kedamatha tirtha,99.99356269836426,1,0,2071,13,0.9937619961612284,0.5585221143473571
2207,Image 137,hanuman idol,99.9935507774353,1,0,2072,13,0.9937649880095923,0.5587918015102481
2208,Image 1383,fasidega temple,99.99347925186157,0,1,2072,14,0.9932885906040269,0.5587918015102481
2209,Image 2029,bhairavnath temple,99.99346733093262,1,0,2073,14,0.9932918064206996,0.5590614886731392
2210,Image 118,chayasilin mandap,99.9934434890747,1,0,2074,14,0.9932950191570882,0.5593311758360302
2211,Image 2076,bhagavati temple,99.99339580535889,1,0,2075,14,0.9932982288176161,0.5596008629989212
2212,Image 1990,bhuvana lakshmeshvara,99.99337196350098,1,0,2076,14,0.9933014354066986,0.5598705501618123
2213,Image 210,dattatreya temple,99.99337196350098,0,0,2076,14,0.9933014354066986,0.5598705501618123
2214,Image 144,taleju bell_BDS,99.99337196350098,1,0,2077,14,0.9933046389287422,0.5601402373247033
2215,Image 2068,bhairavnath temple,99.99333620071411,1,0,2078,14,0.9933078393881453,0.5604099244875944
2216,Image 173,taleju bell_BDS,99.99332427978516,1,0,2079,14,0.9933110367892977,0.5606796116504854
2217,Image 92,taleju temple,99.99332427978516,1,0,2080,14,0.9933142311365807,0.5609492988133765
2218,Image 934,bhaktapur tower,99.99330043792725,1,0,2081,14,0.9933174224343675,0.5612189859762675
2219,Image 1348,bhimsen temple,99.99330043792725,1,0,2082,14,0.9933206106870229,0.5614886731391586
2220,Image 1403,chasin dega,99.99328851699829,1,0,2083,14,0.9933237958989032,0.5617583603020496
2221,Image 1967,bhuvana lakshmeshvara,99.99328851699829,1,0,2084,14,0.9933269780743565,0.5620280474649406
2222,Image 1400,chasin dega,99.99328851699829,1,0,2085,14,0.9933301572177228,0.5622977346278317
2223,Image 1370,palace of the 55 windows,99.99327659606934,1,0,2086,14,0.9933333333333333,0.5625674217907227
2224,Image 1580,bhuvana lakshmeshvara,99.99326467514038,1,0,2087,14,0.9933365064255116,0.5628371089536138
2225,Image 358,bhimeleshvara,99.99322891235352,1,0,2088,14,0.9933396764985728,0.5631067961165048
2226,Image 1413,gaddi durbar,99.99321699142456,1,0,2089,14,0.9933428435568236,0.5633764832793959
2227,Image 1174,national gallery,99.9932050704956,0,0,2089,14,0.9933428435568236,0.5633764832793959
2228,Image 1087,kala-bhairava,99.99319314956665,1,0,2090,14,0.9933460076045627,0.5636461704422869
2229,Image 1317,vastala temple,99.99319314956665,1,0,2091,14,0.9933491686460808,0.563915857605178
2230,Image 1051,shveta bhairava,99.9931812286377,1,0,2092,14,0.99335232668566,0.564185544768069
2231,Image 1751,bhimsen temple,99.99315738677979,1,0,2093,14,0.9933554817275747,0.56445523193096
2232,Image 931,basantapur tower,99.99314546585083,1,0,2094,14,0.9933586337760911,0.5647249190938511
2233,Image 281,national gallery,99.99313354492188,0,0,2094,14,0.9933586337760911,0.5647249190938511
2234,Image 223,vastala temple,99.99306201934814,0,1,2094,15,0.9928876244665719,0.5647249190938511
2235,Image 928,basantapur tower,99.99306201934814,1,0,2095,15,0.9928909952606635,0.5649946062567421
2236,Image 945,trailokya mohan,99.99306201934814,1,0,2096,15,0.9928943628612033,0.5652642934196332
2237,Image 1232,badrinath temple,99.99303817749023,0,0,2096,15,0.9928943628612033,0.5652642934196332
2238,Image 1314,chayasilin mandap,99.99300241470337,1,0,2097,15,0.9928977272727273,0.5655339805825242
2239,Image 1224,mahadev temple,99.99299049377441,1,0,2098,15,0.9929010884997633,0.5658036677454154
2240,Image 1933,fasidega temple,99.99297857284546,1,0,2099,15,0.9929044465468306,0.5660733549083063
2241,Image 758,pratap malla column,99.9929428100586,1,0,2100,15,0.9929078014184397,0.5663430420711975
2242,Image 1257,golden gate,99.99293088912964,1,0,2101,15,0.9929111531190926,0.5666127292340885
2243,Image 1962,vishnu temple,99.99290704727173,1,0,2102,15,0.992914501653283,0.5668824163969794
2244,Image 427,kavindrapura sattal,99.99288320541382,1,0,2103,15,0.9929178470254958,0.5671521035598706
2245,Image 1683,degu tale temple_KDS,99.99287128448486,1,0,2104,15,0.9929211892402077,0.5674217907227616
2246,Image 1573,vishnu temple,99.99287128448486,0,0,2104,15,0.9929211892402077,0.5674217907227616
2247,Image 1538,indrapura,99.99287128448486,1,0,2105,15,0.9929245283018868,0.5676914778856527
2248,Image 825,chasin dega,99.99285936355591,1,0,2106,15,0.9929278642149929,0.5679611650485437
2249,Image 298,badrinath temple,99.99285936355591,1,0,2107,15,0.9929311969839774,0.5682308522114348
2250,Image 1065,indrapura,99.99284744262695,1,0,2108,15,0.9929345266132831,0.5685005393743258
2251,Image 214,panchamukhi hanuman,99.99281167984009,1,0,2109,15,0.9929378531073446,0.5687702265372169
2252,Image 1324,national gallery,99.99276399612427,1,0,2110,15,0.9929411764705882,0.5690399137001079
2253,Image 323,badrinath temple,99.99274015426636,0,0,2110,15,0.9929411764705882,0.5690399137001079
2254,Image 225,bhairavnath temple,99.99274015426636,1,0,2111,15,0.9929444967074318,0.5693096008629989
2255,Image 62,narayan temple,99.9927282333374,1,0,2112,15,0.9929478138222849,0.56957928802589
2256,Image 1032,bhagavati temple,99.99271631240845,1,0,2113,15,0.9929511278195489,0.569848975188781
2257,Image 2007,pratap malla column,99.99270439147949,1,0,2114,15,0.9929544387036168,0.5701186623516721
2258,Image 1260,siddhi lakshmi temple,99.99270439147949,1,0,2115,15,0.9929577464788732,0.5703883495145631
2259,Image 660,bhimeleshvara,99.99266862869263,1,0,2116,15,0.992961051149695,0.5706580366774542
2260,Image 1358,trailokya mohan,99.99264478683472,1,0,2117,15,0.9929643527204502,0.5709277238403452
2261,Image 297,bhairavnath temple,99.99263286590576,1,0,2118,15,0.9929676511954993,0.5711974110032363
2262,Image 1262,vastala temple,99.9926209449768,1,0,2119,15,0.992970946579194,0.5714670981661273
2263,Image 528,chasin dega,99.99260902404785,1,0,2120,15,0.9929742388758782,0.5717367853290184
2264,Image 1794,bhimsen temple,99.99257326126099,1,0,2121,15,0.9929775280898876,0.5720064724919094
2265,Image 1093,taleju temple,99.99257326126099,1,0,2122,15,0.9929808142255498,0.5722761596548004
2266,Image 1132,bhuvana lakshmeshvara,99.99253749847412,1,0,2123,15,0.9929840972871843,0.5725458468176915
2267,Image 499,bhagavati temple,99.99252557754517,1,0,2124,15,0.9929873772791024,0.5728155339805825
2268,Image 429,shiva temple,99.9924898147583,1,0,2125,15,0.9929906542056075,0.5730852211434736
2269,Image 1254,vastala temple,99.99246597290039,1,0,2126,15,0.9929939280709948,0.5733549083063646
2270,Image 1278,national gallery,99.99244213104248,0,0,2126,15,0.9929939280709948,0.5733549083063646
2271,Image 1880,gopinath krishna temple,99.99244213104248,1,0,2127,15,0.9929971988795518,0.5736245954692557
2272,Image 1255,siddhi lakshmi temple,99.99243021011353,1,0,2128,15,0.9930004666355576,0.5738942826321467
2273,Image 1863,badrinath temple,99.99243021011353,1,0,2129,15,0.9930037313432836,0.5741639697950378
2274,Image 1868,chayasilin mandap,99.9923825263977,1,0,2130,15,0.993006993006993,0.5744336569579288
2275,Image 1769,bhimsen temple,99.99234676361084,1,0,2131,15,0.9930102516309413,0.5747033441208198
2276,Image 1779,dattatreya temple,99.99232292175293,1,0,2132,15,0.9930135072193759,0.5749730312837109
2277,Image 1896,siddhi lakshmi temple,99.99231100082397,1,0,2133,15,0.9930167597765364,0.5752427184466019
2278,Image 198,dattatreya temple,99.99228715896606,1,0,2134,15,0.9930200093066542,0.575512405609493
2279,Image 1354,bhairavnath temple,99.99228715896606,1,0,2135,15,0.9930232558139535,0.575782092772384
2280,Image 1828,fasidega temple,99.99227523803711,1,0,2136,15,0.99302649930265,0.5760517799352751
2281,Image 845,hanuman idol,99.99227523803711,1,0,2137,15,0.9930297397769516,0.5763214670981661
2282,Image 930,bhaktapur tower,99.9922513961792,0,0,2137,15,0.9930297397769516,0.5763214670981661
2283,Image 1590,indrapura,99.99223947525024,1,0,2138,15,0.993032977241059,0.5765911542610572
2284,Image 1301,palace of the 55 windows,99.99221563339233,1,0,2139,15,0.9930362116991643,0.5768608414239482
2285,Image 178,taleju bell_BDS,99.99219179153442,1,0,2140,15,0.9930394431554525,0.5771305285868392
2286,Image 591,narayan temple,99.99217987060547,1,0,2141,15,0.9930426716141002,0.5774002157497303
2287,Image 354,gaddi durbar,99.99217987060547,1,0,2142,15,0.9930458970792768,0.5776699029126213
2288,Image 544,narayan temple,99.99216794967651,1,0,2143,15,0.9930491195551436,0.5779395900755124
2289,Image 121,chayasilin mandap,99.9921441078186,1,0,2144,15,0.9930523390458545,0.5782092772384034
2290,Image 1855,vastala temple,99.99213218688965,1,0,2145,15,0.9930555555555556,0.5784789644012945
2291,Image 1570,garud,99.99210834503174,1,0,2146,15,0.993058769088385,0.5787486515641855
2292,Image 177,bhairavnath temple,99.99210834503174,1,0,2147,15,0.9930619796484736,0.5790183387270766
2293,Image 649,trailokya mohan,99.99207258224487,1,0,2148,15,0.9930651872399445,0.5792880258899676
2294,Image 664,kasthamandap,99.99207258224487,1,0,2149,15,0.9930683918669131,0.5795577130528586
2295,Image 612,bhuvana lakshmeshvara,99.99202489852905,1,0,2150,15,0.9930715935334873,0.5798274002157497
2296,Image 103,vishnu temple,99.9920129776001,1,0,2151,15,0.9930747922437673,0.5800970873786407
2297,Image 984,simha sattal,99.9920129776001,1,0,2152,15,0.9930779880018459,0.5803667745415318
2298,Image 2037,kumari ghar,99.99195337295532,1,0,2153,15,0.9930811808118081,0.5806364617044228
2299,Image 1280,bhupatindra malla column,99.99192953109741,1,0,2154,15,0.9930843706777317,0.580906148867314
2300,Image 462,kavindrapura sattal,99.99192953109741,1,0,2155,15,0.9930875576036866,0.581175836030205
2301,Image 1356,bhairavnath temple,99.99191761016846,1,0,2156,15,0.9930907415937356,0.5814455231930961
2302,Image 385,trailokya mohan,99.99186992645264,1,0,2157,15,0.9930939226519337,0.5817152103559871
2303,Image 1793,bhimsen temple,99.99183416366577,1,0,2158,15,0.9930971007823286,0.581984897518878
2304,Image 988,simha sattal,99.99183416366577,1,0,2159,15,0.9931002759889604,0.5822545846817692
2305,Image 1335,bhairavnath temple,99.99182224273682,1,0,2160,15,0.993103448275862,0.5825242718446602
2306,Image 1003,shiva temple,99.99175071716309,1,0,2161,15,0.9931066176470589,0.5827939590075513
2307,Image 1800,bhairavnath temple,99.99175071716309,1,0,2162,15,0.9931097841065687,0.5830636461704423
2308,Image 49,degu tale temple_KDS,99.99172687530518,1,0,2163,15,0.9931129476584022,0.5833333333333334
2309,Image 1586,bhuvana lakshmeshvara,99.99167919158936,0,0,2163,15,0.9931129476584022,0.5833333333333334
2310,Image 1281,national gallery,99.99167919158936,0,0,2163,15,0.9931129476584022,0.5833333333333334
2311,Image 1535,bhagavati temple,99.9916672706604,1,0,2164,15,0.9931161083065626,0.5836030204962244
2312,Image 1306,chayasilin mandap,99.99163150787354,1,0,2165,15,0.9931192660550459,0.5838727076591155
2313,Image 722,jagannatha temple,99.99160766601562,0,0,2165,15,0.9931192660550459,0.5838727076591155
2314,Image 1833,fasidega temple,99.99159574508667,0,0,2165,15,0.9931192660550459,0.5838727076591155
2315,Image 1000,simha sattal,99.99159574508667,1,0,2166,15,0.9931224209078404,0.5841423948220065
2316,Image 1908,pratap malla column,99.99157190322876,1,0,2167,15,0.9931255728689276,0.5844120819848975
2317,Image 728,degu tale temple_KDS,99.9915599822998,1,0,2168,15,0.9931287219422813,0.5846817691477886
2318,Image 1531,chasin dega,99.9915599822998,1,0,2169,15,0.9931318681318682,0.5849514563106796
2319,Image 1528,indrapura,99.9915361404419,1,0,2170,15,0.9931350114416476,0.5852211434735707
2320,Image 1691,panchamukhi hanuman,99.99150037765503,1,0,2171,15,0.9931381518755719,0.5854908306364617
2321,Image 1290,bhimsen temple,99.99146461486816,1,0,2172,15,0.9931412894375857,0.5857605177993528
2322,Image 1533,indrapura,99.99140501022339,1,0,2173,15,0.9931444241316271,0.5860302049622438
2323,Image 80,bhuvana lakshmeshvara,99.99140501022339,0,0,2173,15,0.9931444241316271,0.5860302049622438
2324,Image 1338,taleju temple,99.99136924743652,1,0,2174,15,0.9931475559616263,0.5862998921251349
2325,Image 325,kedamatha tirtha,99.99136924743652,1,0,2175,15,0.9931506849315068,0.5865695792880259
2326,Image 1744,bhimsen temple,99.99136924743652,1,0,2176,15,0.9931538110451849,0.5868392664509169
2327,Image 1699,indrapura,99.99135732650757,1,0,2177,15,0.9931569343065694,0.587108953613808
2328,Image 652,garud,99.99133348464966,1,0,2178,15,0.9931600547195623,0.587378640776699
2329,Image 1541,kumari ghar,99.99130964279175,1,0,2179,15,0.9931631722880584,0.5876483279395901
2330,Image 1043,narayan temple,99.99127388000488,1,0,2180,15,0.9931662870159453,0.5879180151024811
2331,Image 1111,taleju temple,99.99125003814697,0,0,2180,15,0.9931662870159453,0.5879180151024811
2332,Image 1131,degu tale temple_KDS,99.99125003814697,1,0,2181,15,0.9931693989071039,0.5881877022653722
2333,Image 1749,dattatreya temple,99.99120235443115,1,0,2182,15,0.9931725079654073,0.5884573894282632
2334,Image 1322,gopinath krishna temple,99.99117851257324,1,0,2183,15,0.9931756141947224,0.5887270765911543
2335,Image 838,jagannatha temple,99.99117851257324,1,0,2184,15,0.9931787175989086,0.5889967637540453
2336,Image 294,panchamukhi hanuman,99.99116659164429,0,0,2184,15,0.9931787175989086,0.5889967637540453
2337,Image 1243,vastala temple,99.99116659164429,1,0,2185,15,0.9931818181818182,0.5892664509169363
2338,Image 1071,taleju temple,99.99113082885742,1,0,2186,15,0.9931849159472966,0.5895361380798274
2339,Image 1487,gaddi durbar,99.99113082885742,1,0,2187,15,0.9931880108991825,0.5898058252427184
2340,Image 1289,bhimsen temple,99.99109506607056,1,0,2188,15,0.9931911030413073,0.5900755124056095
2341,Image 1626,panchamukhi hanuman,99.99104738235474,1,0,2189,15,0.9931941923774955,0.5903451995685005
2342,Image 1548,indrapura,99.99103546142578,1,0,2190,15,0.9931972789115646,0.5906148867313916
2343,Image 2062,nyatapola temple,99.99101161956787,1,0,2191,15,0.9932003626473255,0.5908845738942826
2344,Image 1253,palace of the 55 windows,99.99101161956787,1,0,2192,15,0.9932034435885818,0.5911542610571737
2345,Image 989,simha sattal,99.99090433120728,1,0,2193,15,0.9932065217391305,0.5914239482200647
2346,Image 1759,bhimsen temple,99.99086856842041,1,0,2194,15,0.9932095971027615,0.5916936353829557
2347,Image 671,bhimeleshvara,99.9908447265625,1,0,2195,15,0.9932126696832579,0.5919633225458468
2348,Image 886,bhuvana lakshmeshvara,99.99083280563354,0,0,2195,15,0.9932126696832579,0.5919633225458468
2349,Image 1737,dattatreya temple,99.99083280563354,0,0,2195,15,0.9932126696832579,0.5919633225458468
2350,Image 685,chasin dega,99.99076128005981,1,0,2196,15,0.9932157394843962,0.5922330097087378
2351,Image 1200,kedamatha tirtha,99.99076128005981,1,0,2197,15,0.9932188065099458,0.5925026968716289
2352,Image 172,palace of the 55 windows,99.99076128005981,1,0,2198,15,0.9932218707636692,0.5927723840345199
2353,Image 2083,bhagavati temple,99.990713596344,1,0,2199,15,0.9932249322493225,0.593042071197411
2354,Image 1158,vastala temple,99.99070167541504,1,0,2200,15,0.9932279909706546,0.593311758360302
2355,Image 1678,bhaktapur tower,99.99068975448608,1,0,2201,15,0.993231046931408,0.5935814455231931
2356,Image 677,garud,99.99068975448608,1,0,2202,15,0.993234100135318,0.5938511326860841
2357,Image 2,bhuvana lakshmeshvara,99.99067783355713,1,0,2203,15,0.9932371505861136,0.5941208198489751
2358,Image 1209,gopinath krishna temple,99.99067783355713,1,0,2204,15,0.9932401982875169,0.5943905070118662
2359,Image 635,trailokya mohan,99.99066591262817,1,0,2205,15,0.9932432432432432,0.5946601941747572
2360,Image 309,badrinath temple,99.99065399169922,1,0,2206,15,0.9932462854570013,0.5949298813376483
2361,Image 1910,nyatapola temple,99.99064207077026,1,0,2207,15,0.9932493249324933,0.5951995685005393
2362,Image 2073,bhagavati temple,99.99063014984131,0,0,2207,15,0.9932493249324933,0.5951995685005393
2363,Image 593,taleju temple,99.9906063079834,1,0,2208,15,0.9932523616734144,0.5954692556634305
2364,Image 1702,bhagavati temple,99.99058246612549,1,0,2209,15,0.9932553956834532,0.5957389428263214
2365,Image 1168,mahadev temple,99.99053478240967,0,0,2209,15,0.9932553956834532,0.5957389428263214
2366,Image 929,basantapur tower,99.99051094055176,1,0,2210,15,0.9932584269662922,0.5960086299892126
2367,Image 1079,narayan temple,99.99051094055176,1,0,2211,15,0.9932614555256065,0.5962783171521036
2368,Image 2036,shveta bhairava,99.9904990196228,1,0,2212,15,0.9932644813650651,0.5965480043149946
2369,Image 1467,garud,99.9904990196228,1,0,2213,15,0.9932675044883303,0.5968176914778857
2370,Image 1498,chasin dega,99.99048709869385,1,0,2214,15,0.9932705248990579,0.5970873786407767
2371,Image 1772,bhimsen temple,99.99046325683594,1,0,2215,15,0.9932735426008968,0.5973570658036678
2372,Image 1892,taleju bell_BDS,99.99040365219116,1,0,2216,15,0.9932765575974899,0.5976267529665588
2373,Image 1692,panchamukhi hanuman,99.99037981033325,1,0,2217,15,0.9932795698924731,0.5978964401294499
2374,Image 1310,national gallery,99.99032020568848,1,0,2218,15,0.9932825794894761,0.5981661272923409
2375,Image 428,simha sattal,99.99030828475952,1,0,2219,15,0.9932855863921217,0.598435814455232
2376,Image 1542,indrapura,99.99028444290161,1,0,2220,15,0.9932885906040269,0.598705501618123
2377,Image 925,bhaktapur tower,99.9902606010437,1,0,2221,15,0.9932915921288015,0.5989751887810141
2378,Image 1654,bhaktapur tower,99.99024868011475,1,0,2222,15,0.9932945909700491,0.5992448759439051
2379,Image 746,taleju temple,99.99021291732788,0,0,2222,15,0.9932945909700491,0.5992448759439051
2380,Image 1002,shiva temple,99.99017715454102,1,0,2223,15,0.9932975871313673,0.5995145631067961
2381,Image 872,narayan temple,99.99017715454102,1,0,2224,15,0.9933005806163466,0.5997842502696872
2382,Image 204,dattatreya temple,99.99017715454102,1,0,2225,15,0.9933035714285714,0.6000539374325782
2383,Image 1260,vastala temple,99.9901533126831,1,0,2226,15,0.9933065595716198,0.6003236245954693
2384,Image 1612,kirtipur tower,99.99014139175415,1,0,2227,15,0.9933095450490633,0.6005933117583603
2385,Image 1266,taleju bell_BDS,99.99011754989624,1,0,2228,15,0.9933125278644672,0.6008629989212514
2386,Image 1788,bhimsen temple,99.99006986618042,1,0,2229,15,0.9933155080213903,0.6011326860841424
2387,Image 1337,bhimsen temple,99.99005794525146,1,0,2230,15,0.9933184855233853,0.6014023732470335
2388,Image 788,kavindrapura sattal,99.99003410339355,1,0,2231,15,0.9933214603739983,0.6016720604099245
2389,Image 1178,gopinath krishna temple,99.9900221824646,1,0,2232,15,0.9933244325767691,0.6019417475728155
2390,Image 1218,badrinath temple,99.9900221824646,1,0,2233,15,0.9933274021352313,0.6022114347357066
2391,Image 2000,chasin dega,99.98996257781982,1,0,2234,15,0.9933303690529124,0.6024811218985976
2392,Image 549,pratap malla column,99.989914894104,1,0,2235,15,0.9933333333333333,0.6027508090614887
2393,Image 1569,indrapura,99.98990297317505,1,0,2236,15,0.9933362949800089,0.6030204962243797
2394,Image 1245,siddhi lakshmi temple,99.98973608016968,1,0,2237,15,0.9933392539964476,0.6032901833872708
2395,Image 363,bhimeleshvara,99.98965263366699,1,0,2238,15,0.9933422103861518,0.6035598705501618
2396,Image 1293,bhimsen temple,99.98965263366699,1,0,2239,15,0.9933451641526175,0.6038295577130529
2397,Image 1540,indrapura,99.98962879180908,0,0,2239,15,0.9933451641526175,0.6038295577130529
2398,Image 1913,fasidega temple,99.98961687088013,0,0,2239,15,0.9933451641526175,0.6038295577130529
2399,Image 1261,palace of the 55 windows,99.98955726623535,1,0,2240,15,0.9933481152993349,0.6040992448759439
2400,Image 2036,taleju bell_KDS,99.98953342437744,1,0,2241,15,0.9933510638297872,0.6043689320388349
2401,Image 1454,trailokya mohan,99.98950958251953,1,0,2242,15,0.9933540097474524,0.604638619201726
