,Image,Detection,Confidence,TP,FP,TN,Acc TP,Acc FP,Acc TN,Recall,Specificity,FPR
1509,Image633,gaddi durbar,99.99854564666748,1,0,0,1422,88,1677,0.38349514563106796,0.9501416430594901,0.049858356940509885
1510,Image1393,gaddi durbar,99.99854564666748,1,0,1,1423,88,1678,0.383764832793959,0.9501698754246886,0.04983012457531144
1511,Image1638,basantapur tower,99.99854564666748,1,0,2,1424,88,1680,0.38403451995685006,0.9502262443438914,0.04977375565610864
1512,Image1142,shveta bhairava,99.99854564666748,1,0,0,1425,88,1680,0.3843042071197411,0.9502262443438914,0.04977375565610864
1513,Image1065,taleju temple,99.99853372573853,1,0,3,1426,88,1683,0.38457389428263217,0.9503105590062112,0.0496894409937888
1514,Image2005,bhimsen temple,99.99853372573853,1,0,0,1427,88,1683,0.3848435814455232,0.9503105590062112,0.0496894409937888
1515,Image1073,degu tale temple_KDS,99.99852180480957,1,0,3,1428,88,1686,0.3851132686084142,0.9503945885005637,0.049605411499436314
1516,Image338,gopinath krishna temple,99.99852180480957,0,1,0,1428,89,1686,0.3851132686084142,0.9498591549295775,0.05014084507042249
1517,Image31,kala-bhairava,99.99852180480957,1,0,2,1429,89,1688,0.38538295577130527,0.9499155880697805,0.05008441193021951
1518,Image1753,dattatreya temple,99.99852180480957,1,0,0,1430,89,1688,0.3856526429341963,0.9499155880697805,0.05008441193021951
1519,Image1949,mahadev temple,99.99852180480957,1,0,2,1431,89,1690,0.3859223300970874,0.9499718943226532,0.050028105677346835
1520,Image800,taleju bell_KDS,99.99850988388062,1,0,0,1432,89,1690,0.3861920172599784,0.9499718943226532,0.050028105677346835
1521,Image1842,fasidega temple,99.99850988388062,1,0,1,1433,89,1691,0.3864617044228695,0.95,0.050000000000000044
1522,Image2029,nyatapola temple,99.99850988388062,1,0,1,1434,89,1692,0.38673139158576053,0.9500280741156654,0.049971925884334634
1523,Image1873,vastala temple,99.99850988388062,0,1,0,1434,90,1692,0.38673139158576053,0.9494949494949495,0.0505050505050505
1524,Image763,kavindrapura sattal,99.99850988388062,1,0,0,1435,90,1692,0.3870010787486516,0.9494949494949495,0.0505050505050505
1525,Image305,vastala temple,99.99850988388062,1,0,3,1436,90,1695,0.38727076591154264,0.9495798319327731,0.050420168067226934
1526,Image64,indrapura,99.99849796295166,1,0,1,1437,90,1696,0.38754045307443363,0.9496080627099664,0.05039193729003355
1527,Image458,simha sattal,99.99849796295166,1,0,0,1438,90,1696,0.3878101402373247,0.9496080627099664,0.05039193729003355
1528,Image1255,palace of the 55 windows,99.99849796295166,1,0,3,1439,90,1699,0.38807982740021574,0.9496925656791504,0.05030743432084961
1529,Image1670,kirtipur tower,99.99849796295166,1,0,0,1440,90,1699,0.3883495145631068,0.9496925656791504,0.05030743432084961
1530,Image1673,kirtipur tower,99.99849796295166,1,0,0,1441,90,1699,0.38861920172599784,0.9496925656791504,0.05030743432084961
1531,Image436,shiva temple,99.9984860420227,1,0,0,1442,90,1699,0.3888888888888889,0.9496925656791504,0.05030743432084961
1532,Image357,kumari ghar,99.9984860420227,1,0,0,1443,90,1699,0.38915857605177995,0.9496925656791504,0.05030743432084961
1533,Image1827,fasidega temple,99.9984860420227,1,0,0,1444,90,1699,0.389428263214671,0.9496925656791504,0.05030743432084961
1534,Image24,trailokya mohan,99.9984860420227,1,0,1,1445,90,1700,0.38969795037756205,0.9497206703910615,0.05027932960893855
1535,Image1092,bhuvana lakshmeshvara,99.9984860420227,1,0,2,1446,90,1702,0.38996763754045305,0.9497767857142857,0.0502232142857143
1536,Image208,dattatreya temple,99.9984860420227,1,0,0,1447,90,1702,0.3902373247033441,0.9497767857142857,0.0502232142857143
1537,Image396,trailokya mohan,99.99847412109375,1,0,1,1448,90,1703,0.39050701186623515,0.9498047964305633,0.05019520356943674
1538,Image1183,kedamatha tirtha,99.99847412109375,1,0,1,1449,90,1704,0.3907766990291262,0.9498327759197325,0.050167224080267525
1539,Image754,vishnu temple,99.99847412109375,1,0,1,1450,90,1705,0.39104638619201726,0.9498607242339833,0.05013927576601673
1540,Image1990,indrapura,99.99847412109375,1,0,2,1451,90,1707,0.3913160733549083,0.9499165275459098,0.05008347245409017
1541,Image1862,vastala temple,99.9984622001648,1,0,0,1452,90,1707,0.39158576051779936,0.9499165275459098,0.05008347245409017
1542,Image1029,gaddi durbar,99.9984622001648,1,0,1,1453,90,1708,0.3918554476806904,0.949944382647386,0.05005561735261399
1543,Image481,bhagavati temple,99.99845027923584,1,0,0,1454,90,1708,0.39212513484358147,0.949944382647386,0.05005561735261399
1544,Image1872,national gallery,99.99845027923584,1,0,3,1455,90,1711,0.39239482200647247,0.9500277623542477,0.049972237645752315
1545,Image1163,mahadev temple,99.99845027923584,1,0,2,1456,90,1713,0.3926645091693635,0.9500831946755408,0.04991680532445919
1546,Image1069,indrapura,99.99845027923584,1,0,3,1457,90,1716,0.39293419633225457,0.9501661129568106,0.04983388704318936
1547,Image286,jagannatha temple,99.99845027923584,1,0,3,1458,90,1719,0.3932038834951456,0.9502487562189055,0.04975124378109452
1548,Image1699,pratap malla column,99.99845027923584,1,0,1,1459,90,1720,0.3934735706580367,0.9502762430939227,0.04972375690607733
1549,Image1640,bhaktapur tower,99.99845027923584,1,0,0,1460,90,1720,0.39374325782092773,0.9502762430939227,0.04972375690607733
1550,Image455,simha sattal,99.99843835830688,1,0,0,1461,90,1720,0.3940129449838188,0.9502762430939227,0.04972375690607733
1551,Image912,lalitpur tower,99.99843835830688,1,0,1,1462,90,1721,0.39428263214670983,0.9503036996134733,0.049696300386526726
1552,Image1173,national gallery,99.99843835830688,1,0,1,1463,90,1722,0.3945523193096009,0.9503311258278145,0.04966887417218546
1553,Image1479,taleju temple,99.99843835830688,1,0,1,1464,90,1723,0.3948220064724919,0.9503585217870932,0.049641478212906764
1554,Image1184,gopinath krishna temple,99.99843835830688,1,0,1,1465,90,1724,0.39509169363538293,0.9503858875413451,0.04961411245865488
1555,Image1820,fasidega temple,99.99842643737793,1,0,0,1466,90,1724,0.395361380798274,0.9503858875413451,0.04961411245865488
1556,Image1026,kumari ghar,99.99842643737793,1,0,1,1467,90,1725,0.39563106796116504,0.9504132231404959,0.04958677685950408
1557,Image767,kavindrapura sattal,99.99842643737793,1,0,0,1468,90,1725,0.3959007551240561,0.9504132231404959,0.04958677685950408
1558,Image954,kumari ghar,99.99842643737793,0,1,0,1468,91,1725,0.3959007551240561,0.9498898678414097,0.05011013215859028
1559,Image588,hanuman idol,99.99841451644897,1,0,0,1469,91,1725,0.39617044228694714,0.9498898678414097,0.05011013215859028
1560,Image1649,bhaktapur tower,99.99841451644897,1,0,1,1470,91,1726,0.3964401294498382,0.9499174463401211,0.0500825536598789
1561,Image1282,gopinath krishna temple,99.99840259552002,1,0,2,1471,91,1728,0.39670981661272925,0.9499725123694338,0.05002748763056619
1562,Image1112,panchamukhi hanuman,99.99840259552002,1,0,0,1472,91,1728,0.3969795037756203,0.9499725123694338,0.05002748763056619
1563,Image1006,kasthamandap,99.99840259552002,1,0,1,1473,91,1729,0.39724919093851135,0.95,0.050000000000000044
1564,Image1224,gopinath krishna temple,99.99840259552002,1,0,2,1474,91,1731,0.39751887810140235,0.9500548847420417,0.049945115257958306
1565,Image1685,bhaktapur tower,99.99839067459106,1,0,0,1475,91,1731,0.3977885652642934,0.9500548847420417,0.049945115257958306
1566,Image2086,pratap malla column,99.99839067459106,1,0,2,1476,91,1733,0.39805825242718446,0.950109649122807,0.04989035087719296
1567,Image2063,bhairavnath temple,99.99839067459106,1,0,0,1477,91,1733,0.3983279395900755,0.950109649122807,0.04989035087719296
1568,Image1930,fasidega temple,99.99839067459106,1,0,1,1478,91,1734,0.39859762675296656,0.9501369863013699,0.04986301369863011
1569,Image1919,nyatapola temple,99.99839067459106,1,0,1,1479,91,1735,0.3988673139158576,0.9501642935377875,0.04983570646221247
1570,Image1936,fasidega temple,99.99839067459106,1,0,1,1480,91,1736,0.39913700107874867,0.9501915708812261,0.04980842911877392
1571,Image1705,bhuvana lakshmeshvara,99.99839067459106,1,0,0,1481,91,1736,0.3994066882416397,0.9501915708812261,0.04980842911877392
1572,Image685,taleju bell_KDS,99.99837875366211,1,0,1,1482,91,1737,0.39967637540453077,0.950218818380744,0.04978118161925604
1573,Image1259,vastala temple,99.99837875366211,1,0,3,1483,91,1740,0.39994606256742177,0.9503003823047516,0.049699617695248444
1574,Image253,indrapura,99.99836683273315,1,0,1,1484,91,1741,0.4002157497303128,0.9503275109170306,0.049672489082969395
1575,Image757,bhagavati temple,99.9983549118042,1,0,0,1485,91,1741,0.40048543689320387,0.9503275109170306,0.049672489082969395
1576,Image1679,kirtipur tower,99.9983549118042,0,1,0,1485,92,1741,0.40048543689320387,0.9498090561920349,0.05019094380796507
1577,Image69,vishnu temple,99.9983549118042,1,0,0,1486,92,1741,0.4007551240560949,0.9498090561920349,0.05019094380796507
1578,Image124,vastala temple,99.9983549118042,0,1,0,1486,93,1741,0.4007551240560949,0.9492911668484187,0.050708833151581256
1579,Image1490,jagannatha temple,99.9983549118042,1,0,2,1487,93,1743,0.401024811218986,0.9493464052287581,0.05065359477124187
1580,Image42,panchamukhi hanuman,99.9983549118042,1,0,0,1488,93,1743,0.40129449838187703,0.9493464052287581,0.05065359477124187
1581,Image1671,kirtipur tower,99.99834299087524,1,0,0,1489,93,1743,0.4015641855447681,0.9493464052287581,0.05065359477124187
1582,Image1966,bhuvana lakshmeshvara,99.99834299087524,1,0,1,1490,93,1744,0.40183387270765913,0.9493739793140991,0.05062602068590094
1583,Image507,taleju bell_KDS,99.99834299087524,1,0,0,1491,93,1744,0.4021035598705502,0.9493739793140991,0.05062602068590094
1584,Image960,garud,99.99834299087524,1,0,2,1492,93,1746,0.4023732470334412,0.9494290375203915,0.05057096247960846
1585,Image1176,gopinath krishna temple,99.99833106994629,1,0,1,1493,93,1747,0.40264293419633224,0.9494565217391304,0.05054347826086958
1586,Image1537,kumari ghar,99.99831914901733,1,0,0,1494,93,1747,0.4029126213592233,0.9494565217391304,0.05054347826086958
1587,Image1998,jagannatha temple,99.99831914901733,1,0,0,1495,93,1747,0.40318230852211434,0.9494565217391304,0.05054347826086958
1588,Image1229,gopinath krishna temple,99.99831914901733,1,0,0,1496,93,1747,0.4034519956850054,0.9494565217391304,0.05054347826086958
1589,Image1871,national gallery,99.99831914901733,0,1,0,1496,94,1747,0.4034519956850054,0.948940793047257,0.05105920695274302
1590,Image1256,palace of the 55 windows,99.99831914901733,1,0,3,1497,94,1750,0.40372168284789645,0.9490238611713666,0.05097613882863339
1591,Image496,bhagavati temple,99.99830722808838,0,1,0,1497,95,1750,0.40372168284789645,0.948509485094851,0.051490514905149
1592,Image463,kavindrapura sattal,99.99830722808838,1,0,0,1498,95,1750,0.4039913700107875,0.948509485094851,0.051490514905149
1593,Image729,shveta bhairava,99.99829530715942,1,0,1,1499,95,1751,0.40426105717367855,0.948537378114843,0.051462621885157045
1594,Image924,gaddi durbar,99.99829530715942,1,0,2,1500,95,1753,0.4045307443365696,0.9485930735930735,0.051406926406926456
1595,Image274,degu tale temple_KDS,99.99829530715942,1,0,3,1501,95,1756,0.4048004314994606,0.9486763911399244,0.05132360886007559
1596,Image1579,bhuvana lakshmeshvara,99.99829530715942,1,0,0,1502,95,1756,0.40507011866235165,0.9486763911399244,0.05132360886007559
1597,Image1430,trailokya mohan,99.99828338623047,1,0,0,1503,95,1756,0.4053398058252427,0.9486763911399244,0.05132360886007559
1598,Image1846,national gallery,99.99828338623047,1,0,1,1504,95,1757,0.40560949298813376,0.9487041036717062,0.05129589632829379
1599,Image1312,national gallery,99.99827146530151,1,0,2,1505,95,1759,0.4058791801510248,0.9487594390507011,0.05124056094929885
1600,Image1592,degu tale temple_KDS,99.99827146530151,1,0,3,1506,95,1762,0.40614886731391586,0.9488422186322025,0.05115778136779747
1601,Image35,degu tale temple_KDS,99.99827146530151,1,0,2,1507,95,1764,0.4064185544768069,0.9488972565895643,0.05110274341043575
1602,Image708,kavindrapura sattal,99.99827146530151,1,0,1,1508,95,1765,0.40668824163969797,0.9489247311827957,0.051075268817204256
1603,Image689,taleju bell_KDS,99.99825954437256,1,0,1,1509,95,1766,0.406957928802589,0.9489521762493284,0.05104782375067163
1604,Image1935,fasidega temple,99.99825954437256,1,0,1,1510,95,1767,0.40722761596548,0.9489795918367347,0.05102040816326525
1605,Image36,degu tale temple_KDS,99.9982476234436,1,0,2,1511,95,1769,0.40749730312837107,0.9490343347639485,0.050965665236051505
1606,Image2010,shveta bhairava,99.9982476234436,1,0,0,1512,95,1769,0.4077669902912621,0.9490343347639485,0.050965665236051505
1607,Image29,kala-bhairava,99.9982476234436,1,0,3,1513,95,1772,0.4080366774541532,0.9491162292447777,0.050883770755222324
1608,Image1227,gopinath krishna temple,99.9982476234436,1,0,1,1514,95,1773,0.4083063646170442,0.9491434689507494,0.050856531049250586
1609,Image1565,kasthamandap,99.9982476234436,1,0,1,1515,95,1774,0.4085760517799353,0.9491706795077581,0.05082932049224187
1610,Image1165,gopinath krishna temple,99.9982476234436,1,0,2,1516,95,1776,0.40884573894282633,0.9492250133618386,0.05077498663816138
1611,Image904,trailokya mohan,99.99823570251465,1,0,0,1517,95,1776,0.4091154261057174,0.9492250133618386,0.05077498663816138
1612,Image355,kumari ghar,99.99823570251465,1,0,0,1518,95,1776,0.40938511326860844,0.9492250133618386,0.05077498663816138
1613,Image1902,palace of the 55 windows,99.99823570251465,1,0,4,1519,95,1780,0.40965480043149943,0.9493333333333334,0.05066666666666664
1614,Image830,shveta bhairava,99.99823570251465,1,0,0,1520,95,1780,0.4099244875943905,0.9493333333333334,0.05066666666666664
1615,Image1028,kumari ghar,99.9982237815857,1,0,1,1521,95,1781,0.41019417475728154,0.9493603411513859,0.0506396588486141
1616,Image1397,kala-bhairava,99.9982237815857,1,0,0,1522,95,1781,0.4104638619201726,0.9493603411513859,0.0506396588486141
1617,Image1187,kedamatha tirtha,99.9982237815857,1,0,1,1523,95,1782,0.41073354908306364,0.9493873201917954,0.05061267980820461
1618,Image862,hanuman idol,99.9982237815857,1,0,0,1524,95,1782,0.4110032362459547,0.9493873201917954,0.05061267980820461
1619,Image1136,kumari ghar,99.9982237815857,1,0,1,1525,95,1783,0.41127292340884575,0.9494142705005325,0.05058572949946749
1620,Image1639,basantapur tower,99.99821186065674,1,0,2,1526,95,1785,0.4115426105717368,0.949468085106383,0.05053191489361697
1621,Image1584,bhuvana lakshmeshvara,99.99821186065674,0,1,0,1526,96,1785,0.4115426105717368,0.94896331738437,0.05103668261562999
1622,Image1497,pratap malla column,99.99821186065674,1,0,0,1527,96,1785,0.41181229773462785,0.94896331738437,0.05103668261562999
1623,Image98,vishnu temple,99.99821186065674,1,0,0,1528,96,1785,0.4120819848975189,0.94896331738437,0.05103668261562999
1624,Image1638,kirtipur tower,99.99821186065674,1,0,2,1529,96,1787,0.4123516720604099,0.9490175252257037,0.050982474774296294
1625,Image154,narayan temple,99.99821186065674,1,0,2,1530,96,1789,0.41262135922330095,0.9490716180371352,0.050928381962864755
1626,Image50,kala-bhairava,99.99819993972778,1,0,2,1531,96,1791,0.412891046386192,0.9491255961844197,0.05087440381558028
1627,Image2061,nyatapola temple,99.99819993972778,1,0,0,1532,96,1791,0.41316073354908306,0.9491255961844197,0.05087440381558028
1628,Image171,palace of the 55 windows,99.99819993972778,1,0,4,1533,96,1795,0.4134304207119741,0.9492332099418297,0.05076679005817031
1629,Image1987,indrapura,99.99819993972778,1,0,1,1534,96,1796,0.41370010787486516,0.9492600422832981,0.05073995771670192
1630,Image1431,kasthamandap,99.99818801879883,1,0,1,1535,96,1797,0.4139697950377562,0.9492868462757528,0.05071315372424723
1631,Image1927,nyatapola temple,99.99817609786987,1,0,1,1536,96,1798,0.41423948220064727,0.9493136219640972,0.05068637803590281
1632,Image1049,jagannatha temple,99.99817609786987,1,0,0,1537,96,1798,0.4145091693635383,0.9493136219640972,0.05068637803590281
1633,Image894,vishnu temple,99.99817609786987,1,0,0,1538,96,1798,0.4147788565264293,0.9493136219640972,0.05068637803590281
1634,Image1836,narayan temple,99.99817609786987,1,0,1,1539,96,1799,0.41504854368932037,0.9493403693931398,0.050659630606860184
1635,Image1716,dattatreya temple,99.99817609786987,1,0,0,1540,96,1799,0.4153182308522114,0.9493403693931398,0.050659630606860184
1636,Image790,shiva temple,99.99816417694092,1,0,0,1541,96,1799,0.4155879180151025,0.9493403693931398,0.050659630606860184
1637,Image1684,bhaktapur tower,99.99816417694092,1,0,0,1542,96,1799,0.41585760517799353,0.9493403693931398,0.050659630606860184
1638,Image1516,kumari ghar,99.99816417694092,1,0,0,1543,96,1799,0.4161272923408846,0.9493403693931398,0.050659630606860184
1639,Image686,taleju bell_KDS,99.99816417694092,1,0,1,1544,96,1800,0.41639697950377563,0.9493670886075949,0.05063291139240511
1640,Image1832,fasidega temple,99.99816417694092,1,0,0,1545,96,1800,0.4166666666666667,0.9493670886075949,0.05063291139240511
1641,Image1169,national gallery,99.99816417694092,0,1,0,1545,97,1800,0.4166666666666667,0.9488666315234581,0.05113336847654193
1642,Image1983,indrapura,99.99816417694092,1,0,1,1546,97,1801,0.41693635382955774,0.9488935721812434,0.05110642781875663
1643,Image1592,jagannatha temple,99.99815225601196,1,0,3,1547,97,1804,0.41720604099244873,0.9489742240925828,0.05102577590741719
1644,Image1590,jagannatha temple,99.99815225601196,1,0,3,1548,97,1807,0.4174757281553398,0.9490546218487395,0.050945378151260545
1645,Image1482,garud,99.99815225601196,1,0,2,1549,97,1809,0.41774541531823084,0.9491080797481637,0.05089192025183631
1646,Image1210,kedamatha tirtha,99.99815225601196,1,0,2,1550,97,1811,0.4180151024811219,0.94916142557652,0.050838574423480054
1647,Image853,hanuman idol,99.99814033508301,1,0,0,1551,97,1811,0.41828478964401294,0.94916142557652,0.050838574423480054
1648,Image919,lalitpur tower,99.99812841415405,1,0,0,1552,97,1811,0.418554476806904,0.94916142557652,0.050838574423480054
1649,Image672,bhagavati temple,99.99812841415405,1,0,1,1553,97,1812,0.41882416396979505,0.9491880565741225,0.05081194342587747
1650,Image324,badrinath temple,99.99812841415405,1,0,2,1554,97,1814,0.4190938511326861,0.9492412349555207,0.05075876504447929
1651,Image647,garud,99.99812841415405,1,0,2,1555,97,1816,0.41936353829557715,0.9492943021432305,0.05070569785676948
1652,Image1294,bhimsen temple,99.9981164932251,1,0,0,1556,97,1816,0.41963322545846815,0.9492943021432305,0.05070569785676948
1653,Image1616,basantapur tower,99.9981164932251,1,0,1,1557,97,1817,0.4199029126213592,0.9493207941483803,0.05067920585161967
1654,Image1065,narayan temple,99.9981164932251,1,0,3,1558,97,1820,0.42017259978425026,0.9494001043296818,0.050599895670318196
1655,Image887,bhuvana lakshmeshvara,99.99810457229614,1,0,0,1559,97,1820,0.4204422869471413,0.9494001043296818,0.050599895670318196
1656,Image1818,fasidega temple,99.99810457229614,1,0,0,1560,97,1820,0.42071197411003236,0.9494001043296818,0.050599895670318196
1657,Image30,kala-bhairava,99.99810457229614,1,0,3,1561,97,1823,0.4209816612729234,0.9494791666666667,0.05052083333333335
1658,Image519,taleju bell_KDS,99.99810457229614,1,0,0,1562,97,1823,0.42125134843581447,0.9494791666666667,0.05052083333333335
1659,Image1509,gaddi durbar,99.99810457229614,1,0,0,1563,97,1823,0.4215210355987055,0.9494791666666667,0.05052083333333335
1660,Image1953,nyatapola temple,99.99808073043823,1,0,1,1564,97,1824,0.42179072276159657,0.9495054659031754,0.050494534096824584
1661,Image1010,shiva temple,99.99808073043823,1,0,0,1565,97,1824,0.42206040992448757,0.9495054659031754,0.050494534096824584
1662,Image494,bhagavati temple,99.99808073043823,1,0,0,1566,97,1824,0.4223300970873786,0.9495054659031754,0.050494534096824584
1663,Image1305,national gallery,99.99808073043823,1,0,2,1567,97,1826,0.42259978425026967,0.9495579823192928,0.05044201768070722
1664,Image72,vishnu temple,99.99806880950928,1,0,0,1568,97,1826,0.4228694714131607,0.9495579823192928,0.05044201768070722
1665,Image731,kavindrapura sattal,99.99806880950928,1,0,1,1569,97,1827,0.4231391585760518,0.9495841995841996,0.050415800415800405
1666,Image102,vishnu temple,99.99806880950928,0,1,0,1569,98,1827,0.4231391585760518,0.9490909090909091,0.050909090909090904
1667,Image216,dattatreya temple,99.99806880950928,1,0,0,1570,98,1827,0.42340884573894283,0.9490909090909091,0.050909090909090904
1668,Image885,taleju temple,99.99806880950928,1,0,1,1571,98,1828,0.4236785329018339,0.9491173416407062,0.05088265835929384
1669,Image2077,bhagavati temple,99.99805688858032,1,0,0,1572,98,1828,0.42394822006472493,0.9491173416407062,0.05088265835929384
1670,Image223,chayasilin mandap,99.99805688858032,1,0,1,1573,98,1829,0.424217907227616,0.9491437467566165,0.0508562532433835
1671,Image1873,national gallery,99.99805688858032,0,1,0,1573,99,1829,0.424217907227616,0.9486514522821576,0.05134854771784236
1672,Image1648,narayan temple,99.99805688858032,1,0,3,1574,99,1832,0.42448759439050704,0.9487312273433454,0.05126877265665464
1673,Image1223,gopinath krishna temple,99.99805688858032,1,0,1,1575,99,1833,0.42475728155339804,0.9487577639751553,0.05124223602484468
1674,Image1658,bhaktapur tower,99.99805688858032,1,0,1,1576,99,1834,0.4250269687162891,0.9487842731505431,0.051215726849456855
1675,Image1507,gaddi durbar,99.99804496765137,1,0,0,1577,99,1834,0.42529665587918014,0.9487842731505431,0.051215726849456855
1676,Image1276,vastala temple,99.99803304672241,1,0,1,1578,99,1835,0.4255663430420712,0.9488107549120993,0.05118924508790068
1677,Image814,taleju bell_KDS,99.99803304672241,1,0,0,1579,99,1835,0.42583603020496225,0.9488107549120993,0.05118924508790068
1678,Image744,taleju temple,99.99802112579346,1,0,1,1580,99,1836,0.4261057173678533,0.9488372093023256,0.051162790697674376
1679,Image157,bhupatindra malla column,99.99802112579346,1,0,0,1581,99,1836,0.42637540453074435,0.9488372093023256,0.051162790697674376
1680,Image1232,gopinath krishna temple,99.99802112579346,1,0,0,1582,99,1836,0.4266450916936354,0.9488372093023256,0.051162790697674376
1681,Image786,simha sattal,99.99802112579346,1,0,0,1583,99,1836,0.42691477885652646,0.9488372093023256,0.051162790697674376
1682,Image1676,kirtipur tower,99.99802112579346,1,0,0,1584,99,1836,0.42718446601941745,0.9488372093023256,0.051162790697674376
1683,Image1034,bhagavati temple,99.99802112579346,1,0,0,1585,99,1836,0.4274541531823085,0.9488372093023256,0.051162790697674376
1684,Image397,bhimeleshvara,99.99802112579346,1,0,1,1586,99,1837,0.42772384034519956,0.9488636363636364,0.051136363636363646
1685,Image1581,vishnu temple,99.9980092048645,1,0,0,1587,99,1837,0.4279935275080906,0.9488636363636364,0.051136363636363646
1686,Image1690,panchamukhi hanuman,99.9980092048645,1,0,1,1588,99,1838,0.42826321467098166,0.9488900361383583,0.05110996386164168
1687,Image1247,palace of the 55 windows,99.9980092048645,1,0,3,1589,99,1841,0.4285329018338727,0.9489690721649484,0.05103092783505159
1688,Image1320,gopinath krishna temple,99.99799728393555,1,0,1,1590,99,1842,0.42880258899676377,0.9489953632148377,0.051004636785162316
1689,Image9,narayan temple,99.99799728393555,1,0,2,1591,99,1844,0.4290722761596548,0.9490478641276376,0.05095213587236236
1690,Image1434,trailokya mohan,99.99799728393555,1,0,1,1592,99,1845,0.42934196332254587,0.9490740740740741,0.05092592592592593
1691,Image160,gopinath krishna temple,99.99799728393555,1,0,1,1593,99,1846,0.42961165048543687,0.9491002570694087,0.050899742930591296
1692,Image1165,national gallery,99.99798536300659,1,0,2,1594,99,1848,0.4298813376483279,0.9491525423728814,0.05084745762711862
1693,Image2030,trailokya mohan,99.99798536300659,1,0,0,1595,99,1848,0.430151024811219,0.9491525423728814,0.05084745762711862
1694,Image2078,bhagavati temple,99.99798536300659,1,0,0,1596,99,1848,0.43042071197411,0.9491525423728814,0.05084745762711862
1695,Image1968,bhuvana lakshmeshvara,99.99797344207764,1,0,1,1597,99,1849,0.4306903991370011,0.9491786447638604,0.05082135523613962
1696,Image1593,jagannatha temple,99.99796152114868,1,0,3,1598,99,1852,0.43096008629989213,0.9492567913890313,0.050743208610968704
1697,Image982,kavindrapura sattal,99.99796152114868,1,0,1,1599,99,1853,0.4312297734627832,0.9492827868852459,0.05071721311475408
1698,Image310,gopinath krishna temple,99.99796152114868,1,0,1,1600,99,1854,0.43149946062567424,0.9493087557603687,0.05069124423963134
1699,Image951,kasthamandap,99.99796152114868,1,0,1,1601,99,1855,0.4317691477885653,0.9493346980552713,0.050665301944728736
1700,Image241,panchamukhi hanuman,99.99796152114868,1,0,1,1602,99,1856,0.4320388349514563,0.9493606138107417,0.05063938618925834
1701,Image1295,bhimsen temple,99.99796152114868,1,0,0,1603,99,1856,0.43230852211434734,0.9493606138107417,0.05063938618925834
1702,Image1110,panchamukhi hanuman,99.99794960021973,1,0,0,1604,99,1856,0.4325782092772384,0.9493606138107417,0.05063938618925834
1703,Image666,kasthamandap,99.99794960021973,1,0,2,1605,99,1858,0.43284789644012944,0.9494123658661217,0.050587634133878345
1704,Image1761,bhimsen temple,99.99793767929077,1,0,0,1606,99,1858,0.4331175836030205,0.9494123658661217,0.050587634133878345
1705,Image530,chasin dega,99.99793767929077,0,1,0,1606,100,1858,0.4331175836030205,0.9489274770173647,0.051072522982635316
1706,Image1355,nyatapola temple,99.99792575836182,1,0,0,1607,100,1858,0.43338727076591155,0.9489274770173647,0.051072522982635316
1707,Image1045,vishnu temple,99.99792575836182,1,0,3,1608,100,1861,0.4336569579288026,0.9490056093829679,0.05099439061703215
1708,Image2002,hanuman idol,99.99792575836182,1,0,0,1609,100,1861,0.43392664509169365,0.9490056093829679,0.05099439061703215
1709,Image1270,kedamatha tirtha,99.99792575836182,1,0,2,1610,100,1863,0.4341963322545847,0.9490575649516046,0.05094243504839535
1710,Image1888,vastala temple,99.99791383743286,0,1,0,1610,101,1863,0.4341963322545847,0.9485743380855397,0.0514256619144603
1711,Image1212,kedamatha tirtha,99.99791383743286,1,0,2,1611,101,1865,0.4344660194174757,0.9486266531027467,0.05137334689725326
1712,Image222,siddhi lakshmi temple,99.99791383743286,1,0,1,1612,101,1866,0.43473570658036675,0.9486527707168276,0.05134722928317237
1713,Image1572,trailokya mohan,99.9979019165039,1,0,2,1613,101,1868,0.4350053937432578,0.9487049263585576,0.05129507364144237
1714,Image929,gaddi durbar,99.9979019165039,1,0,3,1614,101,1871,0.43527508090614886,0.9487829614604463,0.05121703853955373
1715,Image16,lalitpur tower,99.9979019165039,1,0,1,1615,101,1872,0.4355447680690399,0.9488089204257476,0.051191079574252396
1716,Image1179,kedamatha tirtha,99.9979019165039,1,0,1,1616,101,1873,0.43581445523193096,0.9488348530901722,0.05116514690982776
1717,Image1125,shveta bhairava,99.99788999557495,1,0,1,1617,101,1874,0.436084142394822,0.9488607594936709,0.05113924050632912
1718,Image1518,indrapura,99.99788999557495,1,0,2,1618,101,1876,0.43635382955771307,0.9489124936772888,0.051087506322711196
1719,Image671,garud,99.997878074646,1,0,2,1619,101,1878,0.4366235167206041,0.9489641232945932,0.05103587670540677
1720,Image17,taleju temple,99.997878074646,1,0,2,1620,101,1880,0.4368932038834951,0.9490156486622918,0.05098435133770818
1721,Image1055,indrapura,99.997878074646,1,0,2,1621,101,1882,0.43716289104638617,0.9490670700958144,0.05093292990418563
1722,Image725,shiva temple,99.99786615371704,1,0,0,1622,101,1882,0.4374325782092772,0.9490670700958144,0.05093292990418563
1723,Image242,hanuman idol,99.99785423278809,1,0,0,1623,101,1882,0.4377022653721683,0.9490670700958144,0.05093292990418563
1724,Image578,hanuman idol,99.99785423278809,0,1,0,1623,102,1882,0.4377022653721683,0.9485887096774194,0.05141129032258063
